id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
323243,nettes Einzelzimmer 1.3 (1. Etage),1654885,Claudius,Neukölln,Neuköllner Mitte/Zentrum,52.48348,13.42909,Private room,36,2,157,2025-06-17,0.97,7,29,40,08/Z/AZ/011192-22
323255,ruhiges Dreibettzimmer 1.4 zum Innenhof (1. Etage),1654885,Claudius,Neukölln,Neuköllner Mitte/Zentrum,52.48348,13.42909,Private room,62,2,273,2025-06-11,1.69,7,40,27,08/Z/AZ/011192-22
323259,Dreibettzimmer mit Balkon 1.2 (1. Etage),1654885,Claudius,Neukölln,Neuköllner Mitte/Zentrum,52.48348,13.42909,Private room,62,2,314,2025-06-16,1.96,7,31,30,08/Z/AZ/011191-22
335273,Cool Design Apartment in Berlin,1641549,Greg,Pankow,Prenzlauer Berg Südwest,52.5376,13.41004,Entire home/apt,66,92,11,2024-09-06,0.07,1,212,1,
341910,Top floor apartment in Berlin,1734792,Peter,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49885,13.40021,Entire home/apt,101,2,479,2025-06-15,2.96,1,288,36,
344856,Too good to be true - Berlin Friedrichshain !,1749470,Apostolos,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5135,13.45802,Entire home/apt,84,1,528,2025-06-18,3.83,2,274,72,02/Z/AZ/016654-22
344986,Sunny Cosy Prenzlauer Berg Berlin,1293030,Hanno Zaki Suraya,Pankow,Prenzlauer Berg Südwest,52.53754,13.41968,Private room,,2,266,2025-06-02,1.71,2,0,18,03/Z/RA/003789-18
345373,Loft apartment near TU and HdK,976581,Gisela,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51837,13.31841,Entire home/apt,62,92,5,2023-04-18,0.04,1,167,0,
351247,Bright & Spacious Studio on Former Death Strip.,1779250,Achim,Mitte,Brunnenstr. Nord,52.53936,13.39824,Entire home/apt,,2,24,2024-08-25,0.15,1,0,2,01/Z/RA/017231-24
352998,TOP LOCATION City Rooms near Kudamm,1787661,Benjamin,Charlottenburg-Wilm.,Neue Kantstraße,52.50623,13.30163,Private room,30,92,55,2025-03-02,0.34,1,243,2,
355227,Il Nido - Berlin's Mitte for 1-2,1798305,Catherina,Mitte,Moabit Ost,52.52332,13.35737,Entire home/apt,56,92,1,2012-07-08,0.01,1,358,0,
355494,2-room-holiday-apartment,1799516,Ljubomira,Pankow,Blankenburg/Heinersdorf/Märchenland,52.57917,13.44359,Entire home/apt,59,3,170,2025-06-06,1.18,1,235,10,03/Z/AZ/003651-18
362076,BEMYGUEST-FAMILY RESIDENCY MITTE,25755577,Benjamin,Mitte,Alexanderplatz,52.52173,13.40483,Entire home/apt,118,4,201,2025-06-14,1.25,1,11,28,01/Z/AZ/009100-18
362701,Gemütliches Apartment mit Vogelzwitschern,1832975,Ursula,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5028,13.4374,Entire home/apt,114,5,461,2025-05-30,2.87,1,243,28,02/Z/AZ/015523-22
362874,Apartment in Neukölln/Kreuzberg,1833946,Johannes,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49211,13.42255,Entire home/apt,,92,9,2018-09-03,0.06,1,0,0,
363454,Apartment Berlin Kreuzberg,1836439,Alexander,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49356460571289,13.412236213684082,Entire home/apt,112,5,402,2025-05-18,2.56,2,284,31,
387607,Quiet ground floor apartment with terrace,347279,Gareth,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5088,13.4558,Entire home/apt,,92,16,2020-02-11,0.11,1,0,0,
393598,"Quiet Oasis  in ""Kreuzkölln"" 60 sqm",1968246,Sabine,Neukölln,Rixdorf,52.48184,13.44061,Entire home/apt,,180,56,2019-10-10,0.35,3,0,0,
395063,"großes, helles Zimmer in Altbauwohnung",1974695,Katharina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51586,13.46388,Private room,,3,105,2025-06-13,0.71,1,2,10,02/Z/AZ/014166-21
398011,2-room miracle in P-berg + balcony,1968246,Sabine,Pankow,Prenzlauer Berg Ost,52.53645,13.44103,Entire home/apt,,180,34,2016-04-25,0.22,3,0,0,
399312,Bright and cosy flat wit balcony :),1994169,Anaís,Neukölln,Schillerpromenade,52.47837,13.42436,Entire home/apt,117,6,48,2025-02-25,0.31,1,163,5,08/Z/RA/013015-23
402826,20th floor loft with breathtaking views in Mitte,2009903,Thorsten,Mitte,Regierungsviertel,52.51133,13.3951,Entire home/apt,172,4,14,2025-05-27,0.09,1,34,5,01/Z/RA/018737-25
408756,ZAZA - APARTMENT PRENZLAUER BERG,2035424,Björn,Pankow,Prenzlauer Berg Südwest,52.53916,13.41008,Entire home/apt,99,2,410,2025-05-25,2.62,1,0,52,
415218,Apartment in Prime Location – Perfect for Couples,2050560,Murat,Mitte,Brunnenstr. Nord,52.54167,13.37285,Entire home/apt,49,95,11,2019-05-31,0.08,1,178,0,
421236,2 Zimmer Wohnung im Grünen von Berlin,2094782,Anja,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.43663,13.21023,Entire home/apt,85,4,20,2025-05-02,0.17,1,207,5,06/Z/ZA/002263-17
425411,Nice vacation apartment in Berlin-Mitte,2115002,Hans,Mitte,Brunnenstr. Süd,52.52971,13.38907,Entire home/apt,104,4,419,2025-06-06,3.99,2,93,39,01/Z/AZ/013322-21
425487,Nice and quiet apartment in Berlin-Mitte,2115002,Hans,Mitte,Brunnenstr. Süd,52.52961,13.38904,Entire home/apt,112,7,316,2025-06-12,1.98,2,175,35,01/Z/AZ/013323-21
432210,Sonnige charmante Altbauwohnung am Park,2149478,Daniela,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49889,13.43425,Entire home/apt,,2,33,2024-06-01,1.60,1,0,0,02/Z/RA/016149-22
432938,"Nice Apartment in Berlin, Kreuzberg",2151780,Mariel,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49827,13.42339,Entire home/apt,,5,13,2024-03-31,0.08,1,0,0,02/Z/RA/019782-24
439631,2 room stylish near Mauerpark  WLAN,1968246,Sabine,Pankow,Prenzlauer Berg Süd,52.53606,13.42828,Entire home/apt,,180,19,2018-08-20,0.14,3,0,0,
446975,Coach House with a little garden,2219552,Kerstin,Pankow,Helmholtzplatz,52.54116,13.41449,Entire home/apt,,3,285,2025-06-06,1.91,1,7,16,03/Z/NA/001376-16
453070,Apartment in Kreuzberg,877133,James,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48845,13.39543,Private room,,92,2,2016-09-24,0.02,1,0,0,
456902,Urban Apartment Berlin,2271792,Stefan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49257,13.41091,Entire home/apt,111,2,580,2025-06-10,3.70,1,193,69,02/Z/ZE/003271-16
464324,spacious room in light-flooded classy apartment,2266593,Gudrun,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48946,13.37568,Private room,,92,31,2019-06-10,0.19,1,0,0,
473386,"Schoeneberg,04/Z/ZA/001408-14",2347025,Alexander,Charlottenburg-Wilm.,Düsseldorfer Straße,52.498619079589844,13.337254524230957,Entire home/apt,,4,185,2025-06-15,1.17,1,9,29,04/Z/ZA/001408-14
477515,"Apartment in Prenslauerberg, Mitte,",2366664,Torsten,Pankow,Helmholtzplatz,52.54297,13.42026,Entire home/apt,260,150,154,2023-07-16,0.98,1,324,0,03/Z/RA/005619-20
488161,Stylish Apartment in Schillerkiez,2415122,Heinrich,Neukölln,Schillerpromenade,52.47919,13.42538,Entire home/apt,135,3,228,2025-06-01,1.44,1,294,30,08/Z/AZ/010865-21
493539,Spend the night in the oldest house in Berlin!,2437942,Marius,Mitte,Alexanderplatz,52.5151,13.41369,Entire home/apt,125,92,292,2020-03-07,2.50,2,365,0,
496570,100 qm in Berlin Mitte - center,2449119,Natalija,Mitte,Brunnenstr. Süd,52.53593,13.38122,Entire home/apt,,6,4,2025-04-26,0.39,1,17,4,01/Z/RA/017220-24
499342,"Bright & central, registration & long therm poss.",955509,Karsten,Mitte,Brunnenstr. Süd,52.53609819909791,13.37822039816644,Entire home/apt,65,92,372,2025-05-31,2.37,2,139,2,
499353,"Central & homy, registration & long therm poss.",955509,Karsten,Mitte,Brunnenstr. Süd,52.53608,13.37843,Entire home/apt,65,92,342,2024-04-01,2.20,2,239,0,
502598,"Casa Marfisa: great location, Mitte",2480274,Marfisa,Mitte,Brunnenstr. Süd,52.53325,13.40217,Entire home/apt,86,92,6,2020-07-15,0.04,2,0,0,
504259,AMAZING APARTMENT 1 - TOP LOCATION,472567,Alexandra,Pankow,Helmholtzplatz,52.54407,13.42201,Entire home/apt,319,3,367,2025-06-01,2.31,3,270,44,03/Z/AZ/006802-21
511935,high standard 170sqm rooftop w/2ter in Schöneberg,2494425,Manuel,Tempelhof - Schöneberg,Schöneberg-Süd,52.48916,13.35058,Entire home/apt,299,4,94,2025-05-17,0.60,2,274,2,07/Z/RA/010572-21
512476,"Modern apartment, 4 people in Tempe",2524654,Birgit,Tempelhof - Schöneberg,Tempelhof,52.4568,13.38698,Entire home/apt,70,3,311,2025-06-12,2.30,1,87,56,07/Z/ZA/012571-22
519671,Great apartment in central Berlin 3 months minimum,2557466,Lida,Pankow,Prenzlauer Berg Nordwest,52.54797,13.40576,Entire home/apt,49,90,51,2021-05-30,0.33,1,263,0,
523052,Apartment Dusche mit Gartenblick,2571986,Stefan,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.43286,13.70843,Entire home/apt,112,3,20,2022-08-28,0.19,1,272,0,03/Z/ZA/000999-16
533523,Berlin Designer Apartment Marlene,2621923,Frank Norbert,Tempelhof - Schöneberg,Schöneberg-Süd,52.48207,13.36099,Entire home/apt,88,2,489,2025-06-14,3.12,1,293,42,07/Z/ZA/001815-16
533864,"new, stylish, comfortable, center",2625980,Ben,Mitte,Alexanderplatz,52.50561957139374,13.42042823702963,Entire home/apt,136,3,150,2025-06-13,0.97,1,198,26,01/Z/ZA/006190-16
541569,Apartment near Mauerpark,2662493,Silke,Pankow,Prenzlauer Berg Nordwest,52.5475,13.40002,Entire home/apt,91,2,398,2025-06-03,2.53,1,171,29,
542674,Nice room in Berlin Schöneberg,1026735,Wolfgang,Tempelhof - Schöneberg,Schöneberg-Nord,52.49081,13.34785,Private room,,3,56,2024-12-17,0.35,1,5,2,07/Z/AZ/008327-20
545037,ROOF TERRACE DREAM CHARLOTTENBURG,2690936,Britt,Charlottenburg-Wilm.,Neue Kantstraße,52.50585,13.29594,Entire home/apt,,92,4,2020-03-07,0.03,1,83,0,
559794,Bright & Playful Writers Apartment in Neukölln,2746801,Carolin,Neukölln,Schillerpromenade,52.4789,13.42376,Entire home/apt,114,4,11,2023-08-18,0.07,1,115,0,
573259,Beautiful 3 room apt Berlin Mitte,2820919,Michael,Mitte,Moabit West,52.52358,13.34047,Private room,,3,22,2024-09-25,0.19,1,0,4,01/Z/AZ/010063-19
578612,Beautiful Appartment to Rent !!!!!,2756126,Bastian,Neukölln,Schillerpromenade,52.46689,13.42325,Entire home/apt,,92,17,2019-10-09,0.12,1,0,0,
578821,Apartment Central Nollendorfplatz,2847303,Andrew,Tempelhof - Schöneberg,Schöneberg-Nord,52.49847,13.34911,Entire home/apt,31,124,82,2025-01-31,0.53,1,312,2,
580667,"70qm 1br - bright, artsy and high tech",2857353,Anna,Tempelhof - Schöneberg,Tempelhof,52.45767,13.37887,Entire home/apt,94,7,35,2025-03-06,0.23,1,246,7,07/Z/RA/018580-24
583916,Gästeappartement in Rudow (App. 2),2877505,Carola,Neukölln,Rudow,52.41305,13.47963,Entire home/apt,60,5,78,2025-06-17,0.57,2,299,17,08/Z/ZA/004183-16
584757,Nice room trendy Prenzlauberg,2881484,Daniel,Pankow,Prenzlauer Berg Nordwest,52.55438,13.40816,Private room,,1000,25,2020-06-28,0.16,1,365,0,
589169,Charming maisonette apartment in Prenzlauer Berg,1483789,Thomas,Pankow,Prenzlauer Berg Süd,52.53229904174805,13.426223754882812,Entire home/apt,,5,102,2025-05-30,0.66,3,11,12,03/Z/RA/006911-22
589285,Soothing Retreat in Hip Kreuzkölln,708304,Martin,Neukölln,Rixdorf,52.48623,13.44967,Entire home/apt,37,93,97,2020-12-12,0.62,1,111,0,
590200,Gästeappartement in Rudow (App.1),2877505,Carola,Neukölln,Rudow,52.41335,13.47975,Entire home/apt,65,5,68,2025-06-20,0.52,2,305,9,08/Z/ZA/004183-16
594032,Vintage  style City West,2933986,Ariane,Charlottenburg-Wilm.,Halensee,52.49739,13.30231,Entire home/apt,112,7,122,2025-05-25,1.10,3,43,11,04/Z/ZA/004724-16
597413,Cozy flat,2953733,Semra,Reinickendorf,Ost 2,52.57379,13.35485,Private room,29,93,35,2024-12-21,0.23,3,140,1,12/Z/AZ/002027-18
598407,Small Paradise in Berlin Kreuzberg (2 bath rooms),2958863,Xenios,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49234,13.4139,Entire home/apt,90,100,112,2025-03-29,0.72,8,297,7,02/Z/AZ/008982-18
598982,Altbau Kreuzberg Wienerstrasse,1629714,Ilias,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49615,13.43335,Entire home/apt,135,30,61,2024-10-04,0.39,1,334,1,
601997,"1min walk to metro, 5min to parks | quite flat",2978385,Alessandro,Neukölln,Schillerpromenade,52.47869172457248,13.424232488677049,Entire home/apt,84,5,41,2025-06-03,0.26,1,26,15,08/Z/RA/011772-22
604068,Beautiful Spacious Berlin Flat,1315569,Emmy,Mitte,Parkviertel,52.5461,13.35043,Entire home/apt,,8,8,2017-05-13,0.05,1,0,0,01/Z/AZ/012714-21
605009,Charming Hideout in Friedrichshain,3009488,Roswitha,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51316,13.44862,Entire home/apt,44,150,46,2024-03-05,0.30,1,349,0,
606926,My home in Berlin might be yours !,3006939,Yves,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52302,13.45452,Entire home/apt,,4,115,2025-06-09,0.73,1,0,11,02/Z/RA/008080-18
619936,Beautifully furnished room,2003254,Alexis,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50091,13.4641,Private room,66,1,102,2025-06-15,0.65,2,5,18,02/Z/AZ/010801-19
620013,Charming Cozy Room in Berlin KuDamm,3070856,Rita,Charlottenburg-Wilm.,Neue Kantstraße,52.50081,13.30127,Entire home/apt,50,92,128,2020-12-31,0.82,1,358,0,
626620,Sunny apartment,2953733,Semra,Reinickendorf,Ost 2,52.57196,13.35589,Private room,,120,19,2020-01-03,0.14,3,0,0,
633372,"Bright room with balcony, sustainable lifestyle",2202419,Katrin,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49765119267812,13.428157359714586,Private room,58,10,68,2025-06-06,0.44,1,46,9,02/Z/AZ/019289-24
642955,"Sexy Central Flat with View, Home Working Perfect!",3214630,Maddalena,Mitte,Alexanderplatz,52.52819,13.39641,Entire home/apt,118,2,154,2025-06-01,0.99,1,14,16,01/Z/RA/008451-18
647944,Charming and Cosy P-Berg Haven,3249789,Tom,Pankow,Prenzlauer Berg Nordwest,52.55167,13.40318,Entire home/apt,,92,4,2012-12-17,0.03,1,0,0,
653677,WONDERFUL ROOF RIVERSIDE APARTMENT,3287639,Simone,Neukölln,Reuterstraße,52.49065728348974,13.435687320686636,Entire home/apt,,4,94,2024-12-25,0.61,1,0,4,08/Z/RA/012299-22
661574,"Cozy room in Graefekiez, Kreuzberg",3340090,Marcel,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49242,13.42037,Private room,96,2,170,2024-10-17,1.09,1,0,6,02/Z/AZ/019387-24
667849,Furnished Appartment in Berlin,3379392,Anatol,Tempelhof - Schöneberg,Schöneberg-Süd,52.48512,13.3558,Entire home/apt,51,183,38,2021-07-31,0.26,1,93,0,
667899,Big and cosy room in Neukölln,3358638,Melissa,Neukölln,Reuterstraße,52.48254,13.43939,Private room,,92,5,2016-09-23,0.04,1,0,0,
668894,Spacious and  bright in P Berg.,1483789,Thomas,Pankow,Prenzlauer Berg Süd,52.53443,13.42852,Private room,84,4,0,,,3,285,0,03/Z/RA/006911-22
671958,Cosy room in the heart of Berlin,3407550,Christine,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48955,13.32265,Private room,73,1,237,2025-06-02,1.82,1,77,26,
680999,Cosy Studio near the canal in Kreuzberg,961411,Fela,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49318,13.43811,Entire home/apt,77,3,167,2024-12-02,1.27,2,124,8,01/Z/ZA/004366-16
681132,"City flat for 2 people, in Mitte",3468407,Claudia,Mitte,Moabit Ost,52.53088,13.35107,Entire home/apt,57,5,147,2025-05-12,1.12,2,159,15,
681420,Beatiful penthouse in Rosenthal,3470183,Anja,Pankow,Schönholz/Wilhelmsruh/Rosenthal,52.59767,13.37674,Entire home/apt,,92,0,,,1,0,0,
682637,"Cosy, light-flooded, beauteous flat",3478314,Lisa,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48875,13.3952,Entire home/apt,,92,23,2019-01-02,0.17,1,0,0,
685944,Center - Artist Studio with Garden,1517951,Claudia,Mitte,Tiergarten Süd,52.50244,13.36344,Entire home/apt,166,2,429,2025-06-07,2.83,1,216,45,
691469,Luxury Loft with Roof-Deck,3534809,Stefan,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49485,13.43586,Entire home/apt,,3,41,2025-05-04,0.27,1,0,3,02/Z/RA/014539-21
693357,Cozy Kreuzberg-Near Hasenheide park,3259989,Gili,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48749,13.41877,Entire home/apt,45,92,182,2024-11-29,1.18,2,354,3,
694871,Enchanting 142m²(1530 ft²)  Loft/Flat in F'Hain,1312190,Davide,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51442,13.45243,Entire home/apt,423,2,228,2025-05-18,1.54,1,148,15,02/Z/RA/012757-20
696372,"Cosy light room , strong WIFI",3566045,Judith,Lichtenberg,Alt-Hohenschönhausen Nord,52.5618,13.49399,Private room,50,2,124,2025-06-10,0.93,4,305,18,11/Z/AZ/002171-21
698727,Central location,3565185,Roumiana,Steglitz - Zehlendorf,Albrechtstr.,52.45308,13.35351,Entire home/apt,174,2,134,2025-06-01,0.90,1,242,18,06/Z/RA/002637-18
700806,"Room (11m2) in a charming apartment, Berlin",3595382,Vincent,Tempelhof - Schöneberg,Schöneberg-Nord,52.49211,13.36937,Private room,63,3,161,2025-05-25,1.04,1,347,14,07/Z/AZ/012631-22
701909,100sqm Industrial-Design Loft in Friedrichshain,3602742,Lorant,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51279,13.44946,Entire home/apt,221,3,94,2025-02-04,0.69,1,28,1,
703748,Nice&sunny Apartment with balcony,3614003,France,Neukölln,Neuköllner Mitte/Zentrum,52.46996,13.43379,Entire home/apt,,92,38,2017-01-26,0.25,1,0,0,
703900,Bright and big room at Kreuzberg,3614852,Sharon,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48981,13.4216,Private room,65,3,95,2025-05-25,0.61,1,147,18,02/Z/AZ/014195-21
706237,Design Apartment Prenzlauer Berg,3629279,Maycon & Christian,Pankow,Prenzlauer Berg Nordwest,52.55474,13.41318,Entire home/apt,180,63,94,2025-05-12,0.68,1,311,6,03/Z/ZA/002541-16
714312,Sunny Apartment near subway WIFI,3678837,Oksana Und Mihail,Neukölln,Gropiusstadt,52.43166,13.4549,Entire home/apt,40,180,241,2020-08-07,1.66,1,292,0,08/Z/RA/007625-19
715728,spacious room in an apartment in berlin mitte,3688179,April,Mitte,Alexanderplatz,52.52907,13.3966,Private room,99,92,18,2018-07-30,0.14,2,365,0,
722871,Bauhaus-style on Prenzlauer Berg,443681,Lasse,Pankow,Prenzlauer Berg Nord,52.55073,13.42311,Entire home/apt,,3,209,2022-08-30,1.38,1,0,0,03/Z/RA/003616-18
728176,Nice Apartment with Parkview*15min to PotsdamerPl,3776140,Ansgar,Steglitz - Zehlendorf,Ostpreußendamm,52.42438888549805,13.327753067016602,Entire home/apt,126,4,11,2025-06-06,0.08,1,313,6,06/Z/RA/002973-19
728981,quiete and central at Kollwitzplatz,3785472,Karsten,Pankow,Prenzlauer Berg Südwest,52.53724,13.41958,Entire home/apt,,150,41,2020-06-14,0.27,1,0,0,
731285,Gorgeous room in Prenzlauer Berg!,3805354,Jay,Pankow,Prenzlauer Berg Südwest,52.53533,13.41739,Private room,168,5,153,2025-06-04,0.99,1,147,16,03/Z/AZ/003758-18
739363,Alt Britz - eine zentral gelegene Großstadt-Oase,3897971,Melitta,Neukölln,Britz,52.44787,13.4394,Entire home/apt,80,3,92,2025-04-18,0.63,1,48,12,08/Z/NA/003642-16
742211,Great Little Penthouse,3886037,Jeep,Tempelhof - Schöneberg,Schöneberg-Nord,52.49686,13.33922,Entire home/apt,183,3,158,2025-06-15,1.04,1,55,21,07/Z/ZE/005319-18
743889,Beautiful apartment in Kreuzberg,901140,Lana,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.49932,13.42063,Entire home/apt,,92,34,2019-08-18,0.22,1,0,0,
744264,Smart Appart  Blücher Boardinghouse Kreuzberg,3900511,Daniele E Patrizia,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49068,13.40485,Entire home/apt,124,2,422,2025-06-11,2.76,3,88,33,
749508,Central & Elegant Kreuzberg apart.,3939068,Michael,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49299,13.39633,Entire home/apt,65,92,141,2024-12-31,0.92,2,167,1,
752358,Simple & Smart Apartment Neukölln,2468015,Reuben And Jekaterina,Neukölln,Rixdorf,52.47916,13.44134,Entire home/apt,,92,79,2023-08-01,0.52,2,77,0,
753152,Nice and spacious attic,3316798,Elen,Pankow,Prenzlauer Berg Nordwest,52.54653,13.40217,Entire home/apt,150,5,114,2025-05-27,0.77,1,303,6,
768616,Over the roofs of Berlin with Lift and Netflix,4054647,Cornelius,Pankow,Helmholtzplatz,52.54296,13.42575,Entire home/apt,119,3,471,2025-06-07,3.10,1,58,62,03/Z/ZA/001614-16
769334,"2bedroom rooftop, registration",2953733,Semra,Reinickendorf,Ost 1,52.57515,13.36888,Entire home/apt,70,180,72,2020-02-12,0.47,3,357,0,12/Z/AZ/002709-20
772627,"40,5m² Apartment close by Richard Sqare Neukölln",4076626,Andre,Neukölln,Rixdorf,52.4763,13.4415,Entire home/apt,97,5,222,2025-01-12,1.48,1,104,2,
773066,Sunny Kreuzberg Studio by the Water,3088389,Kai,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49487,13.42879,Entire home/apt,67,300,178,2022-01-31,1.17,2,141,0,
776069,Near Brandenburger Gate/Reichstag,2685171,Özgür,Mitte,Moabit Ost,52.53466,13.35154,Entire home/apt,120,120,0,,,1,365,0,
777993,Tauts Home - Hufeisensiedlung Berlin,4102579,Ben,Neukölln,Britz,52.44637,13.44797,Entire home/apt,195,3,7,2025-06-06,0.06,1,275,1,08/Z/ZA/003544-16
781039,Simple & smart in Neukölln 2,2468015,Reuben And Jekaterina,Neukölln,Rixdorf,52.47858,13.44105,Entire home/apt,,93,71,2024-12-03,0.49,2,112,1,
782924,Quiet comfort in central Berlin,4128547,Arnd,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50439,13.42558,Entire home/apt,75,92,22,2023-11-04,0.15,3,259,0,
782997,Spacious comfort in central Berlin,4128547,Arnd,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50253,13.4258,Entire home/apt,75,92,19,2021-05-10,0.13,3,253,0,
789018,3 für 2-3,4057507,Uwe,Pankow,Helmholtzplatz,52.54389,13.42163,Entire home/apt,117,4,71,2025-04-20,0.50,2,9,6,03/Z/RA/009610-24
793067,Beautiful and airy roof-top apartment,3305339,John,Neukölln,Neuköllner Mitte/Zentrum,52.48076,13.42919,Entire home/apt,,10,2,2023-03-14,0.02,1,0,0,08/Z/RA/011019-21
795924,Cool Location: Kulturbrauerei,2480274,Marfisa,Pankow,Helmholtzplatz,52.54266,13.41643,Entire home/apt,67,92,2,2019-08-31,0.03,2,0,0,
812449,Big Apartment at the Park in Mitte,4271173,Christian,Mitte,Brunnenstr. Süd,52.53501,13.40262,Entire home/apt,190,7,29,2024-08-24,0.20,1,14,2,
816748,Your home in Kreuzkölln Astrid,4290185,Tiziana,Neukölln,Rixdorf,52.48529,13.45049,Entire home/apt,,4,191,2023-08-31,1.29,2,0,0,08/Z/ZA/003996-16
817454,3Room in Best Place Prenzlauer Berg,4293723,Alla,Pankow,Helmholtzplatz,52.54498,13.4156,Entire home/apt,138,3,263,2025-06-15,1.74,2,20,44,
817473,Architect´s Loft // Luxury Rooftop,1202217,Ben & Martha,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49823,13.43371,Entire home/apt,124,3,51,2025-06-14,0.35,2,16,2,02/Z/RA/020358-25
819740,Above the roofs of Berlin Neukölln!,4305175,Lio & Ete,Neukölln,Rixdorf,52.47714,13.45189,Entire home/apt,129,4,88,2025-06-04,0.60,1,287,13,08/Z/AZ/010942-21
822917,"CCC - Central, Cosy, Clean :)",4215517,Team-Easy,Mitte,Alexanderplatz,52.52758,13.39234,Entire home/apt,,92,25,2022-11-02,0.16,1,0,0,
